OTU_ID,C1,C2,C3,P1,P2,P3,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU524,0,0,11,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Discinaceae,g__Hydnotrya,s__unidentified
OTU566,0,0,11,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU560,0,0,11,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Lactarius,s__Lactarius_deceptivus
OTU346,0,0,10,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,,,,
OTU548,0,0,10,0,0,0,k__Fungi,,,,,,
OTU602,0,0,9,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU327,0,0,9,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,,
OTU588,0,0,9,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Ascocoryne,s__Ascocoryne_sarcoides
OTU553,0,0,9,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
OTU593,0,0,8,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,
OTU329,0,0,8,0,0,0,k__Fungi,p__Ascomycota,c__Lecanoromycetes,,,,
OTU603,0,0,8,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,
OTU618,0,0,8,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_alboumbonatum
OTU351,0,0,7,0,0,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__unidentified
OTU310,0,0,7,0,0,0,k__Fungi,,,,,,
OTU536,0,0,7,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU349,0,0,7,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
OTU352,0,0,7,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
OTU596,0,0,7,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU527,0,0,7,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,,
OTU600,0,0,7,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,
OTU356,0,0,7,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Leotia,s__Leotia_lubrica
OTU312,0,0,6,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,s__Russula_flavida
OTU538,0,0,6,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,
OTU606,0,0,6,0,0,0,k__Fungi,,,,,,
OTU537,0,0,6,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU535,0,0,6,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Scutellinia,s__Scutellinia_cejpii
OTU608,0,0,5,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU532,0,0,5,0,0,0,k__Fungi,,,,,,
OTU534,0,0,4,0,0,0,k__Plantae,p__Anthophyta,c__Eudicotyledonae,o__Fagales,f__Fagaceae,g__Quercus,s__unidentified
OTU581,0,0,4,0,0,0,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,,,
OTU584,0,0,4,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU590,0,0,4,0,0,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__unidentified
OTU556,0,0,4,0,0,0,k__Fungi,,,,,,
OTU617,0,0,4,0,0,0,k__Fungi,,,,,,
OTU598,0,0,4,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Neobulgaria,s__Neobulgaria_pura
OTU564,0,0,4,0,0,0,k__Fungi,,,,,,
OTU551,0,0,4,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium,s__unidentified
OTU529,0,0,4,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU589,0,0,4,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Arachnopeziza,
OTU526,0,0,4,0,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__unidentified,g__unidentified,s__unidentified
OTU585,0,0,3,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,,,,
OTU594,0,0,3,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,,
OTU545,0,0,3,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,,
OTU583,0,0,3,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,,
OTU326,0,0,3,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
OTU586,0,0,3,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Brevicellicium,s__Brevicellicium_exile
OTU620,0,0,2,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU610,0,0,2,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
OTU554,0,0,2,0,0,0,k__Fungi,p__Chytridiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
OTU525,0,0,2,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU612,0,0,2,0,0,0,k__Fungi,,,,,,
OTU592,0,0,2,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU541,0,0,2,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
OTU568,0,0,2,0,0,0,k__Fungi,p__Ascomycota,,,,,
OTU740,0,0,2,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Haptocillium,s__Haptocillium_sinense
OTU582,0,0,2,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,,
OTU601,0,0,2,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
OTU616,0,0,2,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,,,,
OTU597,0,0,1,0,0,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__unidentified
OTU615,0,0,1,0,0,0,k__Fungi,,,,,,
OTU611,0,0,1,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,,
OTU571,0,0,1,0,0,0,k__Fungi,p__Basidiomycota,,,,,
