OTU_ID,C1,C2,C3,P1,P2,P3,Kingdom,Phylum,Class,Order,Family,Genus,Species,
OTU979,0,0,0,1,1,2,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,,,,
OTU2695,0,0,0,1,1,2,k__Bacteria,p__Proteobacteria,,,,,,
OTU2886,0,0,0,1,1,2,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__FFCH4570,g__,s__,
OTU2549,0,0,0,0,1,2,k__Bacteria,p__AD3,c__,o__,f__,g__,s__,
OTU2335,0,0,0,0,1,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2366,0,0,0,0,1,2,k__Bacteria,,,,,,,
OTU930,0,0,0,0,1,2,k__Bacteria,,,,,,,
OTU356,0,0,0,0,1,2,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
OTU2504,0,0,0,0,1,2,k__Bacteria,,,,,,,
OTU2552,0,0,0,0,1,2,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU3015,0,0,0,0,1,2,k__Bacteria,,,,,,,
OTU3083,0,0,0,0,1,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU3043,0,0,0,0,1,2,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2891,0,0,0,0,1,2,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU648,0,1,7,3,0,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU3056,0,0,1,3,0,2,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__CCU21,f__,g__,s__,
OTU46,0,10,6,2,0,2,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Mycobacteriaceae,g__Mycobacterium,,
OTU1432,0,0,2,1,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__NB1-i,g__,s__,
OTU1181,0,3,0,1,0,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,s__,
OTU2914,0,0,0,1,0,2,k__Bacteria,p__Chloroflexi,,,,,,
OTU2741,0,0,0,1,0,2,k__Bacteria,,,,,,,
OTU2749,0,0,0,1,0,2,k__Bacteria,p__Acidobacteria,c__Acidobacteria-5,o__,f__,g__,s__,
OTU1435,0,0,2,0,0,2,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU957,0,1,1,0,0,2,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU1639,0,0,1,0,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,,,
OTU369,0,0,1,0,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU1330,0,0,1,0,0,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU977,0,0,1,0,0,2,k__Bacteria,p__AD3,,,,,,
OTU2791,0,0,1,0,0,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2975,0,0,0,0,0,2,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2895,0,0,0,0,0,2,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU2866,0,0,0,0,0,2,k__Bacteria,p__Acidobacteria,,,,,,
OTU67,0,0,0,0,0,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1939,0,0,0,0,0,2,k__Bacteria,p__Acidobacteria,,,,,,
OTU372,0,0,0,0,0,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU2353,0,0,0,0,0,2,k__Bacteria,p__TM6,,,,,,
OTU407,0,0,0,0,0,2,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2947,0,0,0,0,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU2984,0,0,0,0,0,2,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,,,
OTU3085,0,0,0,0,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU1984,0,0,0,0,0,2,k__Bacteria,p__AD3,,,,,,
OTU3039,0,0,0,0,0,2,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU2812,0,0,0,0,0,2,k__Bacteria,,,,,,,
OTU3062,0,0,0,0,0,2,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__FFCH4570,g__,s__,
OTU2847,0,0,0,0,0,2,k__Bacteria,p__AD3,,,,,,
OTU2790,0,0,0,0,0,2,k__Bacteria,,,,,,,
OTU3071,0,0,0,0,0,2,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__,s__,
OTU2960,0,0,0,0,0,2,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU2822,0,0,0,0,0,2,k__Bacteria,,,,,,,
OTU3021,0,0,0,0,0,2,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU2906,0,0,0,0,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU2930,0,0,0,0,0,2,k__Bacteria,p__Chlorobi,c__SJA-28,o__,f__,g__,s__,
OTU2830,0,0,0,0,0,2,k__Bacteria,,,,,,,
OTU2898,0,0,0,0,0,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2971,0,0,0,0,0,2,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__,g__,s__,
OTU1064,0,0,1,17,11,1,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,,,
OTU2422,0,0,0,0,11,1,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2172,0,1,0,1,10,1,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU1707,0,1,6,0,9,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU2367,0,0,0,1,5,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU402,0,0,1,0,5,1,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU1937,0,0,0,6,4,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2477,0,1,7,2,4,1,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU2977,0,0,4,1,4,1,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__Candidatus,,
OTU776,0,2,8,0,4,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,,
OTU2047,0,0,1,0,4,1,k__Bacteria,,,,,,,
OTU542,0,1,0,0,4,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU307,0,1,0,5,3,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Cupriavidus,s__,
OTU2520,0,1,13,3,3,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1652,0,0,2,3,3,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,s__,
OTU2926,0,3,1,2,3,1,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Ellin5290,f__,g__,s__,
OTU1880,0,1,0,2,3,1,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__DA101,s__,
OTU2121,0,0,0,2,3,1,k__Bacteria,,,,,,,
OTU1468,0,2,3,1,3,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1412,0,0,25,0,3,1,k__Bacteria,p__Acidobacteria,c__TM1,o__,f__,g__,s__,
OTU1381,0,0,1,0,3,1,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU3077,0,0,1,3,2,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__[Entotheonellales],f__[Entotheonellaceae],g__,s__,
OTU2810,0,0,0,3,2,1,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU1282,0,2,2,2,2,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,,
OTU2589,0,0,2,1,2,1,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__FAC88,f__,g__,s__,
OTU1748,0,0,2,1,2,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,,,
OTU1949,0,0,0,1,2,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU2184,0,0,0,1,2,1,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU99,0,0,2,0,2,1,k__Bacteria,p__Chloroflexi,c__TK17,o__,f__,g__,s__,
OTU2644,0,0,1,0,2,1,k__Bacteria,p__AD3,c__,o__,f__,g__,s__,
OTU328,0,0,1,0,2,1,k__Bacteria,,,,,,,
OTU1388,0,0,1,0,2,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,,,
OTU1434,0,0,1,0,2,1,k__Bacteria,p__Acidobacteria,,,,,,
OTU1977,0,0,1,0,2,1,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU197,0,4,0,0,2,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2224,0,0,0,0,2,1,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU2123,0,0,0,0,2,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,,,
OTU2671,0,0,0,0,2,1,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2354,0,0,0,0,2,1,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2980,0,0,0,0,2,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2979,0,0,0,0,2,1,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,,,,
OTU2707,0,0,0,0,2,1,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Solitalea,,
OTU2508,0,0,0,0,2,1,k__Bacteria,p__Actinobacteria,,,,,,
OTU2264,0,0,0,0,2,1,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU1885,0,1,1,23,1,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU2050,0,0,0,7,1,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU2006,0,0,0,6,1,1,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Ellin5290,f__,g__,s__,
OTU1894,0,0,6,3,1,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,,,
OTU263,0,0,2,2,1,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__FFCH10602,s__,
OTU2922,0,0,2,1,1,1,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU535,0,0,1,1,1,1,k__Bacteria,,,,,,,
OTU2004,0,0,0,1,1,1,k__Bacteria,p__Chloroflexi,,,,,,
OTU843,0,0,0,1,1,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,
OTU1987,0,0,0,1,1,1,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU2428,0,0,0,1,1,1,k__Bacteria,p__AD3,,,,,,
OTU2633,0,0,0,1,1,1,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__FAC88,f__,g__,s__,
OTU1644,0,3,3,0,1,1,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU1307,0,0,3,0,1,1,k__Bacteria,,,,,,,
OTU1140,0,1,2,0,1,1,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__DA101,s__,
OTU3078,0,0,2,0,1,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU1219,0,2,1,0,1,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1508,0,1,1,0,1,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2834,0,0,1,0,1,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__,
OTU1545,0,2,0,0,1,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,,
OTU1156,0,2,0,0,1,1,k__Bacteria,p__Acidobacteria,,,,,,
OTU310,0,1,0,0,1,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,
OTU1756,0,1,0,0,1,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2717,0,0,0,0,1,1,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__DA101,s__,
OTU883,0,0,0,0,1,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2488,0,0,0,0,1,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2785,0,0,0,0,1,1,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU2282,0,0,0,0,1,1,k__Bacteria,,,,,,,
OTU2449,0,0,0,0,1,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU3013,0,0,0,0,1,1,k__Bacteria,p__Acidobacteria,,,,,,
OTU2591,0,0,0,0,1,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2901,0,0,0,0,1,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MIZ46,f__,g__,s__,
OTU2634,0,0,0,0,1,1,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU715,0,0,0,0,1,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2525,0,0,0,0,1,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2751,0,0,0,0,1,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Rhodoplanes,s__,
OTU2453,0,0,0,0,1,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,
OTU2268,0,0,0,0,1,1,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__,s__,
OTU2263,0,0,0,0,1,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU1860,0,0,0,0,1,1,k__Bacteria,p__Proteobacteria,,,,,,
OTU2297,0,0,0,0,1,1,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU2816,0,0,0,0,1,1,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,,,,
OTU2220,0,0,0,0,1,1,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
OTU340,0,0,0,0,1,1,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU2522,0,0,0,0,1,1,k__Bacteria,,,,,,,
OTU2832,0,0,0,0,1,1,k__Bacteria,,,,,,,
OTU2195,0,0,0,0,1,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU2698,0,0,0,0,1,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU2077,0,1,0,26,0,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,,
OTU1952,0,1,0,22,0,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,,
OTU1897,0,1,0,7,0,1,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__CCU21,f__,g__,s__,
OTU2075,0,0,1,6,0,1,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__,s__,
OTU1933,0,1,0,6,0,1,k__Bacteria,,,,,,,
OTU2041,0,0,0,6,0,1,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__H39,f__,g__,s__,
OTU1930,0,0,0,3,0,1,k__Bacteria,p__Acidobacteria,c__Acidobacteria-5,o__,f__,g__,s__,
OTU2993,0,0,1,2,0,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2817,0,0,0,2,0,1,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU3070,0,0,0,2,0,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MIZ46,f__,g__,s__,
OTU1995,0,0,0,2,0,1,k__Bacteria,p__AD3,,,,,,
OTU2024,0,0,0,2,0,1,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__FFCH4570,g__,s__,
OTU2070,0,0,2,1,0,1,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU1912,0,0,1,1,0,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,,,,
OTU2842,0,0,1,1,0,1,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__Elusimicrobiales,f__,g__,s__,
OTU1941,0,0,1,1,0,1,k__Bacteria,p__Chloroflexi,c__TK10,o__AKYG885,f__5B-12,g__,s__,
OTU1477,0,0,1,1,0,1,k__Bacteria,,,,,,,
OTU1566,0,0,1,1,0,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU514,0,4,0,1,0,1,Unclassified,,,,,,,
OTU2226,0,0,0,1,0,1,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
OTU354,0,0,0,1,0,1,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__,s__,
OTU2902,0,0,0,1,0,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2421,0,0,0,1,0,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU3081,0,0,0,1,0,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__,
OTU1082,0,0,0,1,0,1,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__,
OTU1922,0,0,0,1,0,1,k__Bacteria,p__Acidobacteria,c__Acidobacteria-5,o__,f__,g__,s__,
OTU2089,0,0,0,1,0,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,,
OTU1294,0,1,2,0,0,1,k__Bacteria,,,,,,,
OTU3053,0,0,2,0,0,1,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU1696,0,0,2,0,0,1,k__Bacteria,,,,,,,
OTU2795,0,2,1,0,0,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1249,0,2,1,0,0,1,k__Bacteria,,,,,,,
OTU996,0,0,1,0,0,1,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__,
OTU1336,0,0,1,0,0,1,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__Ellin515,g__,s__,
OTU1423,0,0,1,0,0,1,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU2003,0,0,1,0,0,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__A21b,f__EB1003,g__,s__,
OTU2339,0,0,1,0,0,1,k__Bacteria,,,,,,,
OTU1658,0,0,1,0,0,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1546,0,0,1,0,0,1,k__Bacteria,p__Acidobacteria,,,,,,
OTU1766,0,0,1,0,0,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2923,0,0,1,0,0,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,,,
OTU1622,0,0,1,0,0,1,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__,s__,
OTU521,0,0,1,0,0,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,,,,
OTU3065,0,0,1,0,0,1,k__Bacteria,,,,,,,
OTU1559,0,0,1,0,0,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1771,0,0,1,0,0,1,k__Bacteria,p__Acidobacteria,,,,,,
OTU1584,0,0,1,0,0,1,k__Bacteria,,,,,,,
OTU2882,0,7,0,0,0,1,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__,s__,
OTU655,0,3,0,0,0,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1194,0,2,0,0,0,1,k__Bacteria,p__AD3,,,,,,
OTU1351,0,1,0,0,0,1,k__Bacteria,p__AD3,,,,,,
OTU1125,0,1,0,0,0,1,k__Bacteria,,,,,,,
OTU2836,0,1,0,0,0,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2850,0,0,0,0,0,1,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__[Pedosphaeraceae],g__Pedosphaera,s__,
OTU2827,0,0,0,0,0,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU770,0,0,0,0,0,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU3058,0,0,0,0,0,1,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2942,0,0,0,0,0,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,,,,,
OTU2794,0,0,0,0,0,1,k__Bacteria,p__Acidobacteria,,,,,,
OTU945,0,0,0,0,0,1,k__Bacteria,,,,,,,
OTU2222,0,0,0,0,0,1,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU2838,0,0,0,0,0,1,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__,g__,s__,
OTU2768,0,0,0,0,0,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,,,
OTU2760,0,0,0,0,0,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,,,
OTU2761,0,0,0,0,0,1,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU1714,0,0,0,0,0,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU2447,0,0,0,0,0,1,k__Bacteria,,,,,,,
OTU533,0,0,0,0,0,1,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,,,
OTU1890,0,0,0,0,0,1,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU2524,0,0,0,0,0,1,k__Bacteria,p__Acidobacteria,,,,,,
OTU2426,0,0,0,0,0,1,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU2936,0,0,0,0,0,1,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU1613,0,0,0,0,0,1,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__Candidatus,,
OTU2729,0,0,0,0,0,1,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,,,,
OTU2767,0,0,0,0,0,1,k__Bacteria,,,,,,,
OTU1089,0,0,0,0,0,1,k__Bacteria,p__AD3,,,,,,
OTU2688,0,0,0,0,0,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2437,0,0,0,0,0,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU3069,0,0,0,0,0,1,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,,,,
