OTU_ID,C1,C2,C3,P1,P2,P3,Kingdom,Phylum,Class,Order,Family,Genus,Species,
OTU831,1,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__A21b,,,,
OTU1002,1,0,1,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,,,
OTU1511,1,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,,,,,
OTU1003,1,0,1,0,0,0,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__,
OTU48,1,31,0,0,0,0,Unclassified,,,,,,,
OTU859,1,11,0,0,0,0,Unclassified,,,,,,,
OTU1220,1,6,0,0,0,0,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__,s__,
OTU1191,1,3,0,0,0,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU1173,1,3,0,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__,s__,
OTU1171,1,2,0,0,0,0,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__[Pedosphaeraceae],g__Pedosphaera,s__,
OTU555,1,1,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU3033,1,1,0,0,0,0,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__,g__,s__,
OTU777,1,1,0,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU161,1,1,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU889,1,1,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU150,1,1,0,0,0,0,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU862,1,1,0,0,0,0,k__Bacteria,,,,,,,
OTU1076,1,1,0,0,0,0,k__Bacteria,,,,,,,
OTU81,1,0,0,0,0,0,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU544,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU259,1,0,0,0,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU3074,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU389,1,0,0,0,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Ellin5301,g__,s__,
OTU867,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU987,1,0,0,0,0,0,k__Bacteria,p__Chlorobi,c__SJA-28,o__,f__,g__,s__,
OTU2877,1,0,0,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU949,1,0,0,0,0,0,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__FAC88,f__,g__,s__,
OTU760,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,,,
OTU2945,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU961,1,0,0,0,0,0,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__,g__,s__,
OTU2423,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU2772,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU2651,1,0,0,0,0,0,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU1019,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,,,
OTU910,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU575,1,0,0,0,0,0,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU938,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU2527,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU647,1,0,0,0,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU612,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU491,1,0,0,0,0,0,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__,
OTU523,1,0,0,0,0,0,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Isosphaeraceae,,,
OTU1036,1,0,0,0,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU2138,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU1862,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2490,1,0,0,0,0,0,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU3035,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU2095,1,0,0,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU823,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU572,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU1039,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU2254,1,0,0,0,0,0,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU1839,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU1106,1,0,0,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__,s__,
OTU807,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU721,1,0,0,0,0,0,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
OTU394,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU723,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU1361,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU3000,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU547,1,0,0,0,0,0,k__Bacteria,p__Cyanobacteria,c__ML635J-21,o__,f__,g__,s__,
OTU2738,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU864,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU988,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU950,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU454,1,0,0,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU694,1,0,0,0,0,0,k__Bacteria,p__AD3,,,,,,
OTU1077,1,0,0,0,0,0,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__FAC88,f__,g__,s__,
OTU386,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__,s__,
OTU1367,1,0,0,0,0,0,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU974,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU107,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU1497,1,0,0,0,0,0,k__Bacteria,p__Gemmatimonadetes,,,,,,
OTU942,1,0,0,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1802,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU579,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2280,1,0,0,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2870,1,0,0,0,0,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__Actinoallomurus,s__,
OTU2054,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU1466,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU1453,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU713,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU233,1,0,0,0,0,0,k__Bacteria,p__AD3,c__,o__,f__,g__,s__,
OTU3018,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2653,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU171,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,,,,
OTU537,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU433,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,,,,,
OTU734,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU928,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU932,1,0,0,0,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU727,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MIZ46,f__,g__,s__,
OTU557,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU813,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU117,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU1129,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU110,1,0,0,0,0,0,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,,,,
OTU1859,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU509,1,0,0,0,0,0,k__Bacteria,p__AD3,,,,,,
OTU457,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,,,,,
OTU672,1,0,0,0,0,0,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU93,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU1112,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU432,1,0,0,0,0,0,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU435,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU1137,1,0,0,0,0,0,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__,s__,
OTU922,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__iii1-8,o__32-20,f__,g__,s__,
OTU587,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,
OTU501,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU748,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1075,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__A21b,,,,
OTU872,1,0,0,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU946,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__CCU21,f__,g__,s__,
OTU1025,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,,,
OTU907,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU525,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU973,1,0,0,0,0,0,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU838,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU870,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU408,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU1105,1,0,0,0,0,0,k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,,,
OTU680,1,0,0,0,0,0,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__FAC88,f__,g__,s__,
OTU659,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU869,1,0,0,0,0,0,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__,
OTU1048,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU580,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU678,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU665,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__,
OTU1114,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU584,1,0,0,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,,,,,
OTU1146,1,0,0,0,0,0,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU511,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Cystobacteraceae,g__,s__,
OTU411,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU980,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__,s__,
OTU596,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,,,,
OTU1011,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU1127,1,0,0,0,0,0,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__FFCH4570,g__,s__,
OTU1086,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,,,,,
OTU561,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU425,1,0,0,0,0,0,k__Bacteria,,,,,,,
OTU709,1,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU873,1,0,0,0,0,0,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU295,0,5,3,2,18,122,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__N1423WL,f__,g__,s__,
OTU1224,0,7,0,2,7,42,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU1209,0,4,2,14,14,21,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU2786,0,1,0,6,2,20,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,,,
OTU207,0,11,0,6,5,16,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1242,0,6,2,24,29,15,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1916,0,5,2,20,7,15,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],o__RB41,f__,g__,s__,
OTU1501,0,1,6,0,0,12,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2317,0,1,0,3,7,11,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,,,
OTU334,0,4,1,10,5,11,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU2837,0,3,1,3,1,10,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,g__Pilimelia,s__,
OTU2962,0,0,0,1,1,10,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU322,0,7,1,0,47,9,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU2881,0,1,0,0,3,8,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2103,0,0,3,5,2,8,k__Bacteria,p__AD3,,,,,,
OTU3080,0,0,1,0,0,8,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU2811,0,2,3,4,4,7,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Conexibacteraceae,g__,s__,
OTU2722,0,2,4,6,2,7,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU2009,0,0,3,2,1,7,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__,s__,
OTU2925,0,1,0,0,1,7,k__Bacteria,,,,,,,
OTU1903,0,0,4,41,10,6,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU226,0,3,1,6,3,6,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1993,0,0,0,6,2,6,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU788,0,5,0,3,8,5,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,,,
OTU1475,0,3,11,8,2,5,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2061,0,0,0,1,0,5,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU317,0,3,0,2,23,4,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU367,0,0,0,3,22,4,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1934,0,0,2,17,17,4,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__,
OTU313,0,2,0,12,7,4,k__Bacteria,p__Acidobacteria,c__Acidobacteria-5,o__,f__,g__,s__,
OTU2694,0,1,0,1,5,4,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,,,
OTU1540,0,3,2,4,4,4,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,,
OTU2659,0,0,1,3,3,4,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU286,0,0,3,6,2,4,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2778,0,0,0,1,2,4,k__Bacteria,p__AD3,,,,,,
OTU2679,0,0,1,0,2,4,k__Bacteria,,,,,,,
OTU297,0,0,0,3,0,4,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2233,0,0,1,2,0,4,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU2797,0,0,0,1,0,4,k__Bacteria,p__Acidobacteria,,,,,,
OTU2725,0,0,0,0,0,4,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU1879,0,2,0,20,10,3,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__,s__,
OTU2566,0,0,0,1,9,3,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU358,0,0,0,2,5,3,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,,,,
OTU2201,0,1,3,14,4,3,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU247,0,0,4,2,3,3,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
OTU2825,0,0,0,0,3,3,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,,,,
OTU1528,0,1,6,7,2,3,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__A21b,f__EB1003,g__,s__,
OTU1586,0,1,5,3,2,3,k__Bacteria,p__Acidobacteria,c__iii1-8,o__DS-18,f__,g__,s__,
OTU3014,0,0,0,0,2,3,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2863,0,0,0,3,1,3,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__,
OTU2140,0,0,0,3,1,3,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2049,0,2,3,2,1,3,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU1413,0,1,2,1,1,3,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU2900,0,1,1,0,1,3,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,,,,
OTU1449,0,0,1,0,1,3,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2782,0,0,0,0,1,3,k__Bacteria,p__AD3,c__,o__,f__,g__,s__,
OTU964,0,0,0,0,1,3,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2755,0,0,0,5,0,3,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU2637,0,4,3,1,0,3,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU2368,0,0,0,1,0,3,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU3005,0,0,0,1,0,3,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU1308,0,0,3,0,0,3,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU2595,0,0,1,0,0,3,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU2990,0,0,1,0,0,3,k__Bacteria,p__Acidobacteria,,,,,,
OTU2948,0,0,1,0,0,3,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,,
OTU3010,0,2,0,0,0,3,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__RB40,g__,s__,
OTU2859,0,0,0,0,0,3,k__Bacteria,p__Proteobacteria,,,,,,
OTU2465,0,0,8,10,8,2,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,,
OTU1291,0,2,1,7,5,2,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__,s__,
OTU2194,0,0,3,1,4,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU992,0,2,12,3,3,2,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU1524,0,1,3,2,3,2,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU2893,0,0,1,1,3,2,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU1287,0,0,3,0,3,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU898,0,0,1,0,3,2,k__Bacteria,,,,,,,
OTU2473,0,0,0,0,3,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__[Entotheonellales],f__[Entotheonellaceae],g__,s__,
OTU2691,0,1,2,1,2,2,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU2057,0,0,1,1,2,2,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,,,
OTU2045,0,1,0,1,2,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU249,0,5,11,0,2,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__,
OTU2623,0,0,1,0,2,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,
OTU2071,0,0,0,11,1,2,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__,s__,
OTU2019,0,0,2,6,1,2,k__Bacteria,p__Acidobacteria,c__iii1-8,o__32-20,f__,g__,s__,
OTU1515,0,0,8,2,1,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1015,0,1,0,2,1,2,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2598,0,2,2,1,1,2,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU1649,0,0,1,1,1,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
